@@,item,itemlabel,startdate,enddate
->,Q15925685,Abdullah al-Thani,2013-08-05,2014-10-23->2014-04-08
---,Q19745310,Khalifa al-Ghawi,2015-12-01,2016-04-05
->,Q105319569,Abdulhamid Dbeibeh->Abdul Hamid Dbeibeh,2021-03-15,
