position,title
Q113336105,ambassador to Algeria
Q40338455,ambassador to Canada
Q113336127,ambassador to the Central African Republic
Q28154359,ambassador to France
Q30596007,ambassador to the People's Republic of China
Q113336104,ambassador to Tanzania
