who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
67170238,,,,,,,,,0
67170238,Minister of Foreign Affairs (Libya),Minister of Foreign Affairs,2021-03-15,,Abdulhadi Elhweg,Abdulhadi Elhweg (Al Bayda Cabinet) Mohamed Taha Siala (Tripoli Cabinet),,,1
67170238,Minister of Foreign Affairs (Libya),Minister of Foreign Affairs,2021-03-15,,Q25999645,Abdulhadi Elhweg (Al Bayda Cabinet) Mohamed Taha Siala (Tripoli Cabinet),,,2
