who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
66630481,Prime Minister of Libya,Prime Minister of Libya,15 March 2021*,,Q21089561,Fayez al-Sarraj,,,0
66630481,Q96393310,Minister of Defense,2021-03-15,,,Salah Eddine al-Namroush,,,1
