who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
60574209,List of heads of government of Libya,Prime Minister of Libya (Government of National Stability),,,,,,,0
60574209,,,3 March 2022*,,Q105319569,Abdul Hamid Dbeibeh,,,1
60574209,Ministry of Interior (Libya),Minister of Interior,2018-10-07,2021-03-15,,,,,2
60574209,,,,,Abdussalam Ashour,Abdussalam Ashour,,Khalid Mazen,3
