pageid,title,wikidata,label
36437347,Bashir Saleh Bashir,Q2929688,Béchir Salah Béchir
60574209,Fathi Bashagha,Q63285566,Fathi Bashagha
66630481,Abdul Hamid Dbeibeh,Q105319569,Abdulhamid Dbeibeh
66630532,Mohamed al-Menfi,Q105319610,Mohamed al-Menfi
67170238,Najla Mangoush,Q105977287,Najla Mangoush
